Designator,Mid X,Mid Y,Rotation,Layer
J1,116.0,-97.63,90.0,top
SW1,130.5,-122.7,0.0,top
U1,109.6,-68.1685,0.0,top
U2,103.6,-121.99,0.0,top
U3,84.0875,-75.5975,90.0,top
U4,76.2,-120.7,270.0,top
U5,139.9,-76.6,180.0,top
